attendance_id,member_id,check_in,check_out
1426,137,2024-01-04 06:00:00,2024-01-04 07:00:00
1427,137,2024-01-03 08:00:00,2024-01-03 09:00:00
1428,137,2024-02-29 08:00:00,2024-02-29 10:00:00
1429,138,2024-03-01 07:00:00,2024-03-01 08:00:00
1430,138,2024-02-21 08:00:00,2024-02-21 10:00:00
1431,138,2024-01-17 06:00:00,2024-01-17 08:00:00
1432,138,2024-01-30 08:00:00,2024-01-30 10:00:00
1433,138,2024-02-26 06:00:00,2024-02-26 07:00:00
1434,138,2024-02-10 09:00:00,2024-02-10 11:00:00
1435,139,2024-01-25 07:00:00,2024-01-25 08:00:00
1436,139,2024-02-29 08:00:00,2024-02-29 09:00:00
1437,139,2024-02-03 08:00:00,2024-02-03 09:00:00
1438,139,2024-01-23 07:00:00,2024-01-23 08:00:00
1439,139,2024-02-17 09:00:00,2024-02-17 11:00:00
1440,139,2024-02-19 08:00:00,2024-02-19 09:00:00
1441,139,2024-02-24 06:00:00,2024-02-24 07:00:00
1442,139,2024-01-18 06:00:00,2024-01-18 08:00:00
1443,139,2024-01-10 06:00:00,2024-01-10 07:00:00
1444,139,2024-02-01 07:00:00,2024-02-01 08:00:00
1445,140,2024-01-19 08:00:00,2024-01-19 10:00:00
1446,140,2024-02-22 07:00:00,2024-02-22 08:00:00
1447,140,2024-01-28 08:00:00,2024-01-28 09:00:00
1448,140,2024-02-10 06:00:00,2024-02-10 07:00:00
1449,140,2024-01-16 07:00:00,2024-01-16 09:00:00
1450,141,2024-02-03 06:00:00,2024-02-03 07:00:00
1451,141,2024-01-31 06:00:00,2024-01-31 08:00:00
1452,141,2024-01-17 09:00:00,2024-01-17 10:00:00
1453,141,2024-02-24 08:00:00,2024-02-24 10:00:00
1454,141,2024-02-13 06:00:00,2024-02-13 07:00:00
1455,141,2024-02-11 08:00:00,2024-02-11 09:00:00
1456,141,2024-02-17 08:00:00,2024-02-17 10:00:00
1457,141,2024-02-05 08:00:00,2024-02-05 09:00:00
1458,141,2024-01-12 07:00:00,2024-01-12 08:00:00
1459,141,2024-01-26 06:00:00,2024-01-26 08:00:00
1460,141,2024-01-21 08:00:00,2024-01-21 10:00:00
1461,141,2024-01-13 06:00:00,2024-01-13 08:00:00
1462,141,2024-01-07 08:00:00,2024-01-07 09:00:00
1463,141,2024-01-25 06:00:00,2024-01-25 08:00:00
1464,141,2024-02-16 07:00:00,2024-02-16 08:00:00
1465,142,2024-01-17 09:00:00,2024-01-17 10:00:00
1466,142,2024-01-06 06:00:00,2024-01-06 08:00:00
1467,142,2024-02-07 06:00:00,2024-02-07 07:00:00
1468,142,2024-01-28 08:00:00,2024-01-28 09:00:00
1469,142,2024-02-05 07:00:00,2024-02-05 09:00:00
1470,142,2024-01-18 07:00:00,2024-01-18 08:00:00
1471,142,2024-01-11 08:00:00,2024-01-11 10:00:00
1472,142,2024-01-17 08:00:00,2024-01-17 09:00:00
1473,142,2024-03-01 08:00:00,2024-03-01 09:00:00
1474,143,2024-02-20 07:00:00,2024-02-20 08:00:00
1475,143,2024-02-24 08:00:00,2024-02-24 09:00:00
1476,143,2024-02-28 07:00:00,2024-02-28 08:00:00
1477,143,2024-02-17 07:00:00,2024-02-17 09:00:00
1478,143,2024-02-24 09:00:00,2024-02-24 11:00:00
1479,143,2024-02-19 09:00:00,2024-02-19 10:00:00
1480,143,2024-02-25 06:00:00,2024-02-25 07:00:00
1481,143,2024-02-13 06:00:00,2024-02-13 08:00:00
1482,144,2024-02-18 08:00:00,2024-02-18 09:00:00
1483,144,2024-02-24 06:00:00,2024-02-24 08:00:00
1484,144,2024-02-07 07:00:00,2024-02-07 09:00:00
1485,144,2024-01-19 06:00:00,2024-01-19 07:00:00
1486,144,2024-01-10 07:00:00,2024-01-10 09:00:00
1487,144,2024-01-12 09:00:00,2024-01-12 10:00:00
1488,144,2024-02-06 09:00:00,2024-02-06 11:00:00
1489,144,2024-02-22 06:00:00,2024-02-22 08:00:00
1490,144,2024-01-09 08:00:00,2024-01-09 09:00:00
1491,144,2024-02-21 06:00:00,2024-02-21 07:00:00
1492,145,2024-02-10 06:00:00,2024-02-10 08:00:00
1493,145,2024-02-04 07:00:00,2024-02-04 09:00:00
1494,145,2024-01-02 09:00:00,2024-01-02 10:00:00
1495,145,2024-02-12 07:00:00,2024-02-12 08:00:00
1496,145,2024-02-26 09:00:00,2024-02-26 11:00:00
1497,145,2024-01-23 09:00:00,2024-01-23 10:00:00
1498,145,2024-02-14 07:00:00,2024-02-14 08:00:00
1499,145,2024-02-22 08:00:00,2024-02-22 09:00:00
1500,145,2024-02-03 07:00:00,2024-02-03 09:00:00
1501,145,2024-02-14 09:00:00,2024-02-14 11:00:00
1502,145,2024-01-26 07:00:00,2024-01-26 08:00:00
1503,146,2024-01-23 06:00:00,2024-01-23 08:00:00
1504,146,2024-01-25 07:00:00,2024-01-25 09:00:00
1505,146,2024-02-09 08:00:00,2024-02-09 09:00:00
1506,146,2024-02-27 06:00:00,2024-02-27 07:00:00
1507,146,2024-01-23 06:00:00,2024-01-23 07:00:00
1508,146,2024-01-28 06:00:00,2024-01-28 07:00:00
1509,146,2024-02-03 09:00:00,2024-02-03 11:00:00
1510,146,2024-02-18 06:00:00,2024-02-18 08:00:00
1511,146,2024-01-24 08:00:00,2024-01-24 10:00:00
1512,146,2024-01-28 06:00:00,2024-01-28 07:00:00
1513,146,2024-02-24 09:00:00,2024-02-24 11:00:00
1514,146,2024-02-01 07:00:00,2024-02-01 09:00:00
1515,147,2024-01-20 06:00:00,2024-01-20 08:00:00
1516,147,2024-02-12 08:00:00,2024-02-12 10:00:00
1517,147,2024-01-20 07:00:00,2024-01-20 08:00:00
1518,147,2024-02-19 08:00:00,2024-02-19 10:00:00
1519,147,2024-01-13 08:00:00,2024-01-13 10:00:00
1520,147,2024-01-04 08:00:00,2024-01-04 10:00:00
1521,147,2024-01-06 09:00:00,2024-01-06 10:00:00
1522,147,2024-01-19 09:00:00,2024-01-19 11:00:00
1523,147,2024-01-31 07:00:00,2024-01-31 08:00:00
1524,147,2024-02-12 09:00:00,2024-02-12 10:00:00
1525,148,2024-01-06 07:00:00,2024-01-06 08:00:00
1526,148,2024-02-02 07:00:00,2024-02-02 08:00:00
1527,148,2024-02-27 09:00:00,2024-02-27 10:00:00
1528,148,2024-01-03 07:00:00,2024-01-03 08:00:00
1529,148,2024-02-08 09:00:00,2024-02-08 10:00:00
1530,148,2024-01-17 06:00:00,2024-01-17 07:00:00
1531,148,2024-02-27 06:00:00,2024-02-27 08:00:00
1532,148,2024-01-20 07:00:00,2024-01-20 09:00:00
1533,148,2024-01-17 06:00:00,2024-01-17 08:00:00
1534,148,2024-01-22 07:00:00,2024-01-22 09:00:00
1535,148,2024-02-12 08:00:00,2024-02-12 09:00:00
1536,148,2024-02-19 08:00:00,2024-02-19 09:00:00
1537,148,2024-01-04 06:00:00,2024-01-04 08:00:00
1538,148,2024-01-05 09:00:00,2024-01-05 11:00:00
1539,148,2024-01-13 09:00:00,2024-01-13 10:00:00
1540,149,2024-01-10 08:00:00,2024-01-10 09:00:00
1541,149,2024-02-20 07:00:00,2024-02-20 08:00:00
1542,149,2024-02-08 07:00:00,2024-02-08 09:00:00
1543,149,2024-02-15 07:00:00,2024-02-15 08:00:00
1544,149,2024-01-24 06:00:00,2024-01-24 07:00:00
1545,149,2024-02-05 07:00:00,2024-02-05 08:00:00
1546,150,2024-01-21 07:00:00,2024-01-21 08:00:00
1547,150,2024-01-26 06:00:00,2024-01-26 08:00:00
1548,150,2024-02-13 08:00:00,2024-02-13 10:00:00
1549,150,2024-01-25 07:00:00,2024-01-25 08:00:00
1550,150,2024-01-17 07:00:00,2024-01-17 09:00:00
1551,150,2024-02-23 09:00:00,2024-02-23 10:00:00
1552,150,2024-01-31 07:00:00,2024-01-31 08:00:00
1553,150,2024-02-13 06:00:00,2024-02-13 07:00:00
1554,150,2024-01-20 08:00:00,2024-01-20 09:00:00
1555,150,2024-01-15 09:00:00,2024-01-15 10:00:00
1556,150,2024-01-31 06:00:00,2024-01-31 08:00:00
1557,150,2024-01-16 08:00:00,2024-01-16 09:00:00
1558,150,2024-01-14 07:00:00,2024-01-14 08:00:00
1559,150,2024-01-12 07:00:00,2024-01-12 09:00:00
1560,151,2024-02-02 07:00:00,2024-02-02 08:00:00
1561,151,2024-02-04 08:00:00,2024-02-04 09:00:00
1562,151,2024-02-02 07:00:00,2024-02-02 08:00:00
1563,151,2024-01-03 06:00:00,2024-01-03 08:00:00
1564,151,2024-02-27 08:00:00,2024-02-27 09:00:00
1565,151,2024-01-26 06:00:00,2024-01-26 08:00:00
1566,151,2024-01-12 06:00:00,2024-01-12 07:00:00
1567,152,2024-02-19 07:00:00,2024-02-19 09:00:00
1568,152,2024-01-28 08:00:00,2024-01-28 09:00:00
1569,152,2024-01-08 06:00:00,2024-01-08 07:00:00
1570,152,2024-01-03 06:00:00,2024-01-03 07:00:00
1571,152,2024-01-05 08:00:00,2024-01-05 09:00:00
1572,152,2024-01-02 06:00:00,2024-01-02 07:00:00
1573,152,2024-01-02 07:00:00,2024-01-02 08:00:00
1574,152,2024-01-02 06:00:00,2024-01-02 08:00:00
1575,152,2024-01-22 08:00:00,2024-01-22 09:00:00
1576,152,2024-02-19 08:00:00,2024-02-19 09:00:00
1577,152,2024-01-22 09:00:00,2024-01-22 11:00:00
1578,153,2024-02-26 06:00:00,2024-02-26 07:00:00
1579,153,2024-01-11 06:00:00,2024-01-11 07:00:00
1580,153,2024-02-13 06:00:00,2024-02-13 08:00:00
1581,153,2024-02-28 08:00:00,2024-02-28 10:00:00
1582,153,2024-01-10 09:00:00,2024-01-10 11:00:00
1583,153,2024-02-12 09:00:00,2024-02-12 11:00:00
1584,153,2024-01-12 08:00:00,2024-01-12 09:00:00
1585,153,2024-02-18 06:00:00,2024-02-18 08:00:00
1586,153,2024-01-10 09:00:00,2024-01-10 11:00:00
1587,153,2024-01-05 09:00:00,2024-01-05 11:00:00
1588,153,2024-01-04 08:00:00,2024-01-04 10:00:00
1589,153,2024-02-24 07:00:00,2024-02-24 09:00:00
1590,153,2024-02-25 06:00:00,2024-02-25 08:00:00
1591,153,2024-02-19 09:00:00,2024-02-19 10:00:00
1592,154,2024-01-31 07:00:00,2024-01-31 08:00:00
1593,154,2024-02-21 08:00:00,2024-02-21 09:00:00
1594,154,2024-02-23 07:00:00,2024-02-23 08:00:00
1595,154,2024-02-17 07:00:00,2024-02-17 09:00:00
1596,154,2024-01-02 08:00:00,2024-01-02 10:00:00
1597,154,2024-02-12 07:00:00,2024-02-12 09:00:00
1598,154,2024-01-28 06:00:00,2024-01-28 08:00:00
1599,155,2024-02-17 09:00:00,2024-02-17 10:00:00
1600,155,2024-01-13 07:00:00,2024-01-13 08:00:00
1601,155,2024-02-19 09:00:00,2024-02-19 10:00:00
1602,155,2024-01-22 09:00:00,2024-01-22 11:00:00
1603,155,2024-01-14 06:00:00,2024-01-14 07:00:00
1604,155,2024-01-21 06:00:00,2024-01-21 08:00:00
1605,155,2024-01-11 08:00:00,2024-01-11 09:00:00
1606,155,2024-02-11 07:00:00,2024-02-11 08:00:00
1607,155,2024-02-07 06:00:00,2024-02-07 08:00:00
1608,156,2024-02-25 06:00:00,2024-02-25 07:00:00
1609,156,2024-01-28 07:00:00,2024-01-28 09:00:00
1610,156,2024-01-17 07:00:00,2024-01-17 08:00:00
1611,156,2024-01-31 06:00:00,2024-01-31 08:00:00
1612,156,2024-02-29 07:00:00,2024-02-29 09:00:00
1613,156,2024-01-31 07:00:00,2024-01-31 09:00:00
1614,156,2024-01-25 08:00:00,2024-01-25 09:00:00
1615,156,2024-01-20 09:00:00,2024-01-20 11:00:00
1616,156,2024-02-22 06:00:00,2024-02-22 07:00:00
1617,156,2024-01-06 08:00:00,2024-01-06 10:00:00
1618,156,2024-01-23 07:00:00,2024-01-23 09:00:00
1619,156,2024-01-26 08:00:00,2024-01-26 10:00:00
1620,156,2024-02-02 08:00:00,2024-02-02 09:00:00
1621,157,2024-01-08 06:00:00,2024-01-08 07:00:00
1622,157,2024-02-21 08:00:00,2024-02-21 09:00:00
1623,157,2024-01-19 07:00:00,2024-01-19 09:00:00
1624,157,2024-01-02 06:00:00,2024-01-02 07:00:00
1625,157,2024-01-28 08:00:00,2024-01-28 09:00:00
1626,157,2024-01-25 09:00:00,2024-01-25 10:00:00
1627,157,2024-01-14 06:00:00,2024-01-14 08:00:00
1628,157,2024-01-27 06:00:00,2024-01-27 08:00:00
1629,158,2024-01-21 06:00:00,2024-01-21 07:00:00
1630,158,2024-01-19 09:00:00,2024-01-19 10:00:00
1631,158,2024-02-09 06:00:00,2024-02-09 08:00:00
1632,158,2024-02-25 09:00:00,2024-02-25 10:00:00
1633,158,2024-02-23 06:00:00,2024-02-23 07:00:00
1634,158,2024-02-16 08:00:00,2024-02-16 10:00:00
1635,158,2024-01-27 07:00:00,2024-01-27 09:00:00
1636,159,2024-01-18 09:00:00,2024-01-18 10:00:00
1637,159,2024-02-20 08:00:00,2024-02-20 09:00:00
1638,159,2024-02-04 08:00:00,2024-02-04 09:00:00
1639,159,2024-02-26 08:00:00,2024-02-26 09:00:00
1640,159,2024-01-02 09:00:00,2024-01-02 10:00:00
1641,159,2024-02-20 06:00:00,2024-02-20 07:00:00
1642,159,2024-02-01 09:00:00,2024-02-01 11:00:00
1643,159,2024-01-30 08:00:00,2024-01-30 09:00:00
1644,159,2024-01-10 09:00:00,2024-01-10 10:00:00
1645,159,2024-01-06 09:00:00,2024-01-06 10:00:00
1646,159,2024-02-12 06:00:00,2024-02-12 08:00:00
1647,159,2024-01-18 09:00:00,2024-01-18 10:00:00
1648,160,2024-01-02 06:00:00,2024-01-02 07:00:00
1649,160,2024-01-11 06:00:00,2024-01-11 08:00:00
1650,160,2024-01-24 06:00:00,2024-01-24 07:00:00
1651,160,2024-01-08 06:00:00,2024-01-08 07:00:00
1652,160,2024-01-13 06:00:00,2024-01-13 07:00:00
1653,160,2024-01-06 08:00:00,2024-01-06 10:00:00
1654,160,2024-02-21 08:00:00,2024-02-21 10:00:00
1655,160,2024-01-28 08:00:00,2024-01-28 10:00:00
1656,160,2024-02-19 07:00:00,2024-02-19 09:00:00
1657,160,2024-01-08 08:00:00,2024-01-08 10:00:00
1658,160,2024-02-09 06:00:00,2024-02-09 07:00:00
1659,160,2024-02-21 07:00:00,2024-02-21 09:00:00
1660,160,2024-02-28 07:00:00,2024-02-28 09:00:00
1661,160,2024-02-14 06:00:00,2024-02-14 08:00:00
1662,160,2024-01-29 09:00:00,2024-01-29 11:00:00
1663,161,2024-01-29 06:00:00,2024-01-29 08:00:00
1664,161,2024-01-10 09:00:00,2024-01-10 10:00:00
1665,161,2024-01-19 09:00:00,2024-01-19 11:00:00
1666,161,2024-02-28 09:00:00,2024-02-28 10:00:00
1667,161,2024-02-01 07:00:00,2024-02-01 09:00:00
1668,161,2024-02-17 07:00:00,2024-02-17 09:00:00
1669,161,2024-02-10 06:00:00,2024-02-10 08:00:00
1670,161,2024-02-18 08:00:00,2024-02-18 10:00:00
1671,162,2024-01-10 08:00:00,2024-01-10 10:00:00
1672,162,2024-02-04 08:00:00,2024-02-04 10:00:00
1673,162,2024-02-16 07:00:00,2024-02-16 09:00:00
1674,162,2024-01-25 09:00:00,2024-01-25 10:00:00
1675,162,2024-01-31 07:00:00,2024-01-31 08:00:00
1676,162,2024-01-08 06:00:00,2024-01-08 08:00:00
1677,162,2024-01-06 08:00:00,2024-01-06 10:00:00
1678,162,2024-01-21 06:00:00,2024-01-21 07:00:00
1679,162,2024-01-02 08:00:00,2024-01-02 09:00:00
1680,162,2024-02-28 09:00:00,2024-02-28 11:00:00
1681,163,2024-01-29 07:00:00,2024-01-29 08:00:00
1682,163,2024-02-24 09:00:00,2024-02-24 10:00:00
1683,163,2024-01-06 07:00:00,2024-01-06 08:00:00
1684,163,2024-01-23 07:00:00,2024-01-23 08:00:00
1685,163,2024-01-21 06:00:00,2024-01-21 08:00:00
1686,164,2024-01-05 09:00:00,2024-01-05 11:00:00
1687,164,2024-02-13 09:00:00,2024-02-13 11:00:00
1688,164,2024-02-01 07:00:00,2024-02-01 08:00:00
1689,164,2024-02-05 08:00:00,2024-02-05 10:00:00
1690,164,2024-02-28 06:00:00,2024-02-28 07:00:00
1691,164,2024-01-04 09:00:00,2024-01-04 10:00:00
1692,164,2024-01-25 07:00:00,2024-01-25 08:00:00
1693,164,2024-02-16 07:00:00,2024-02-16 09:00:00
1694,164,2024-02-13 06:00:00,2024-02-13 08:00:00
1695,164,2024-01-10 07:00:00,2024-01-10 08:00:00
1696,164,2024-02-01 08:00:00,2024-02-01 10:00:00
1697,164,2024-01-10 08:00:00,2024-01-10 10:00:00
1698,164,2024-02-10 09:00:00,2024-02-10 11:00:00
1699,164,2024-01-12 09:00:00,2024-01-12 10:00:00
1700,164,2024-01-12 06:00:00,2024-01-12 08:00:00
1701,165,2024-01-25 09:00:00,2024-01-25 10:00:00
1702,165,2024-01-24 07:00:00,2024-01-24 08:00:00
1703,165,2024-02-15 07:00:00,2024-02-15 08:00:00
1704,165,2024-02-07 06:00:00,2024-02-07 07:00:00
1705,165,2024-01-02 07:00:00,2024-01-02 09:00:00
1706,165,2024-02-09 07:00:00,2024-02-09 08:00:00
1707,165,2024-01-28 06:00:00,2024-01-28 07:00:00
1708,165,2024-01-07 08:00:00,2024-01-07 09:00:00
1709,165,2024-02-09 08:00:00,2024-02-09 09:00:00
1710,165,2024-02-22 08:00:00,2024-02-22 09:00:00
1711,166,2024-02-19 09:00:00,2024-02-19 10:00:00
1712,166,2024-02-27 06:00:00,2024-02-27 08:00:00
1713,166,2024-01-23 06:00:00,2024-01-23 08:00:00
1714,166,2024-02-10 07:00:00,2024-02-10 09:00:00
1715,166,2024-02-17 06:00:00,2024-02-17 07:00:00
1716,166,2024-01-19 08:00:00,2024-01-19 09:00:00
1717,166,2024-03-01 08:00:00,2024-03-01 10:00:00
1718,166,2024-01-30 09:00:00,2024-01-30 10:00:00
1719,166,2024-01-07 09:00:00,2024-01-07 10:00:00
1720,166,2024-01-22 08:00:00,2024-01-22 10:00:00
1721,166,2024-01-19 09:00:00,2024-01-19 10:00:00
1722,166,2024-01-08 08:00:00,2024-01-08 09:00:00
1723,167,2024-01-19 09:00:00,2024-01-19 10:00:00
1724,167,2024-01-31 08:00:00,2024-01-31 09:00:00
1725,167,2024-01-22 07:00:00,2024-01-22 08:00:00
1726,167,2024-02-06 08:00:00,2024-02-06 10:00:00
1727,167,2024-01-15 06:00:00,2024-01-15 08:00:00
1728,167,2024-02-24 07:00:00,2024-02-24 09:00:00
1729,168,2024-02-16 08:00:00,2024-02-16 09:00:00
1730,168,2024-02-23 07:00:00,2024-02-23 08:00:00
1731,168,2024-01-13 08:00:00,2024-01-13 10:00:00
1732,168,2024-01-17 07:00:00,2024-01-17 09:00:00
1733,168,2024-02-13 07:00:00,2024-02-13 09:00:00
1734,168,2024-01-29 06:00:00,2024-01-29 07:00:00
1735,168,2024-01-10 08:00:00,2024-01-10 10:00:00
1736,168,2024-02-17 08:00:00,2024-02-17 09:00:00
1737,168,2024-02-03 07:00:00,2024-02-03 09:00:00
1738,168,2024-01-25 09:00:00,2024-01-25 10:00:00
1739,168,2024-01-14 08:00:00,2024-01-14 10:00:00
1740,168,2024-02-16 08:00:00,2024-02-16 09:00:00
1741,168,2024-03-01 08:00:00,2024-03-01 10:00:00
1742,168,2024-02-08 07:00:00,2024-02-08 08:00:00
1743,168,2024-02-13 08:00:00,2024-02-13 09:00:00
1744,169,2024-01-02 09:00:00,2024-01-02 11:00:00
1745,169,2024-01-13 07:00:00,2024-01-13 09:00:00
1746,169,2024-02-01 08:00:00,2024-02-01 09:00:00
1747,169,2024-02-03 08:00:00,2024-02-03 09:00:00
1748,169,2024-01-13 08:00:00,2024-01-13 10:00:00
1749,169,2024-02-21 08:00:00,2024-02-21 09:00:00
1750,169,2024-01-14 07:00:00,2024-01-14 09:00:00
1751,169,2024-02-07 08:00:00,2024-02-07 10:00:00
1752,169,2024-02-20 06:00:00,2024-02-20 07:00:00
1753,169,2024-01-14 08:00:00,2024-01-14 10:00:00
1754,169,2024-02-03 08:00:00,2024-02-03 10:00:00
1755,170,2024-01-31 06:00:00,2024-01-31 08:00:00
1756,170,2024-01-29 09:00:00,2024-01-29 11:00:00
1757,170,2024-02-15 09:00:00,2024-02-15 10:00:00
1758,170,2024-02-22 07:00:00,2024-02-22 09:00:00
1759,170,2024-01-28 07:00:00,2024-01-28 08:00:00
1760,170,2024-02-23 06:00:00,2024-02-23 08:00:00
1761,170,2024-02-28 07:00:00,2024-02-28 08:00:00
1762,170,2024-01-03 06:00:00,2024-01-03 08:00:00
1763,170,2024-01-10 08:00:00,2024-01-10 09:00:00
1764,170,2024-01-18 08:00:00,2024-01-18 09:00:00
1765,170,2024-02-24 06:00:00,2024-02-24 08:00:00
1766,170,2024-02-14 06:00:00,2024-02-14 08:00:00
1767,170,2024-01-24 06:00:00,2024-01-24 08:00:00
1768,170,2024-01-05 09:00:00,2024-01-05 10:00:00
1769,171,2024-02-10 06:00:00,2024-02-10 08:00:00
1770,171,2024-01-18 07:00:00,2024-01-18 09:00:00
1771,171,2024-01-08 08:00:00,2024-01-08 09:00:00
1772,171,2024-03-01 09:00:00,2024-03-01 10:00:00
1773,171,2024-03-01 09:00:00,2024-03-01 10:00:00
1774,171,2024-01-11 08:00:00,2024-01-11 10:00:00
1775,171,2024-01-02 08:00:00,2024-01-02 10:00:00
1776,171,2024-02-05 09:00:00,2024-02-05 11:00:00
1777,171,2024-01-22 06:00:00,2024-01-22 07:00:00
1778,171,2024-03-01 08:00:00,2024-03-01 10:00:00
1779,171,2024-01-12 09:00:00,2024-01-12 11:00:00
1780,171,2024-02-21 07:00:00,2024-02-21 08:00:00
1781,171,2024-01-11 08:00:00,2024-01-11 09:00:00
1782,171,2024-01-11 06:00:00,2024-01-11 08:00:00
1783,171,2024-01-19 07:00:00,2024-01-19 08:00:00
1784,172,2024-01-23 09:00:00,2024-01-23 10:00:00
1785,172,2024-02-21 07:00:00,2024-02-21 08:00:00
1786,172,2024-01-02 08:00:00,2024-01-02 10:00:00
1787,172,2024-02-07 06:00:00,2024-02-07 07:00:00
1788,172,2024-02-18 08:00:00,2024-02-18 09:00:00
1789,172,2024-02-28 06:00:00,2024-02-28 07:00:00
1790,172,2024-02-06 09:00:00,2024-02-06 11:00:00
1791,172,2024-01-13 06:00:00,2024-01-13 08:00:00
1792,172,2024-02-21 07:00:00,2024-02-21 09:00:00
1793,172,2024-02-24 06:00:00,2024-02-24 07:00:00
1794,172,2024-02-21 09:00:00,2024-02-21 11:00:00
1795,172,2024-02-08 08:00:00,2024-02-08 09:00:00
1796,172,2024-02-13 08:00:00,2024-02-13 09:00:00
1797,172,2024-01-11 09:00:00,2024-01-11 10:00:00
1798,172,2024-02-17 09:00:00,2024-02-17 11:00:00
1799,173,2024-01-02 09:00:00,2024-01-02 10:00:00
1800,173,2024-01-08 06:00:00,2024-01-08 07:00:00
1801,173,2024-02-20 06:00:00,2024-02-20 07:00:00
1802,173,2024-01-20 09:00:00,2024-01-20 11:00:00
1803,173,2024-02-10 09:00:00,2024-02-10 10:00:00
1804,174,2024-02-03 06:00:00,2024-02-03 08:00:00
1805,174,2024-01-04 08:00:00,2024-01-04 10:00:00
1806,174,2024-01-24 07:00:00,2024-01-24 09:00:00
1807,174,2024-01-08 09:00:00,2024-01-08 10:00:00
1808,174,2024-02-23 09:00:00,2024-02-23 11:00:00
1809,174,2024-02-23 09:00:00,2024-02-23 11:00:00
1810,174,2024-01-19 08:00:00,2024-01-19 09:00:00
1811,174,2024-02-15 08:00:00,2024-02-15 09:00:00
1812,175,2024-02-14 07:00:00,2024-02-14 08:00:00
1813,175,2024-02-05 07:00:00,2024-02-05 08:00:00
1814,175,2024-01-28 06:00:00,2024-01-28 07:00:00
1815,175,2024-02-05 06:00:00,2024-02-05 07:00:00
1816,175,2024-01-31 09:00:00,2024-01-31 10:00:00
1817,175,2024-01-27 09:00:00,2024-01-27 11:00:00
1818,176,2024-01-30 09:00:00,2024-01-30 11:00:00
1819,176,2024-02-12 07:00:00,2024-02-12 08:00:00
1820,176,2024-01-24 07:00:00,2024-01-24 08:00:00
1821,176,2024-01-22 09:00:00,2024-01-22 10:00:00
1822,176,2024-02-27 08:00:00,2024-02-27 10:00:00
1823,176,2024-02-25 07:00:00,2024-02-25 09:00:00
1824,176,2024-01-25 08:00:00,2024-01-25 09:00:00
1825,176,2024-02-14 06:00:00,2024-02-14 08:00:00
1826,176,2024-01-31 09:00:00,2024-01-31 11:00:00
1827,176,2024-01-20 09:00:00,2024-01-20 10:00:00
1828,176,2024-01-29 09:00:00,2024-01-29 10:00:00
1829,176,2024-01-26 06:00:00,2024-01-26 07:00:00
1830,176,2024-01-21 08:00:00,2024-01-21 09:00:00
1831,176,2024-02-06 07:00:00,2024-02-06 09:00:00
1832,177,2024-02-10 08:00:00,2024-02-10 10:00:00
1833,177,2024-02-04 09:00:00,2024-02-04 10:00:00
1834,177,2024-02-16 06:00:00,2024-02-16 07:00:00
1835,177,2024-01-09 09:00:00,2024-01-09 10:00:00
1836,177,2024-02-14 06:00:00,2024-02-14 07:00:00
1837,177,2024-01-18 08:00:00,2024-01-18 09:00:00
1838,177,2024-01-19 07:00:00,2024-01-19 09:00:00
1839,177,2024-01-23 06:00:00,2024-01-23 08:00:00
1840,177,2024-02-20 06:00:00,2024-02-20 08:00:00
1841,177,2024-01-25 09:00:00,2024-01-25 10:00:00
1842,177,2024-02-19 09:00:00,2024-02-19 11:00:00
1843,177,2024-01-11 07:00:00,2024-01-11 08:00:00
1844,177,2024-01-11 08:00:00,2024-01-11 09:00:00
1845,178,2024-02-26 06:00:00,2024-02-26 08:00:00
1846,178,2024-02-09 07:00:00,2024-02-09 08:00:00
1847,178,2024-02-07 08:00:00,2024-02-07 10:00:00
1848,178,2024-02-10 06:00:00,2024-02-10 08:00:00
1849,178,2024-02-01 09:00:00,2024-02-01 11:00:00
1850,178,2024-01-27 08:00:00,2024-01-27 09:00:00
1851,178,2024-02-28 08:00:00,2024-02-28 09:00:00
1852,178,2024-01-10 08:00:00,2024-01-10 10:00:00
1853,178,2024-01-17 07:00:00,2024-01-17 09:00:00
1854,178,2024-02-28 06:00:00,2024-02-28 07:00:00
1855,179,2024-01-09 06:00:00,2024-01-09 08:00:00
1856,179,2024-01-11 09:00:00,2024-01-11 10:00:00
1857,179,2024-02-09 09:00:00,2024-02-09 11:00:00
1858,179,2024-02-09 09:00:00,2024-02-09 10:00:00
1859,179,2024-01-03 08:00:00,2024-01-03 10:00:00
1860,179,2024-01-24 08:00:00,2024-01-24 10:00:00
1861,179,2024-01-11 06:00:00,2024-01-11 08:00:00
1862,179,2024-02-03 07:00:00,2024-02-03 08:00:00
1863,179,2024-02-10 09:00:00,2024-02-10 10:00:00
1864,179,2024-02-12 08:00:00,2024-02-12 09:00:00
1865,179,2024-02-04 06:00:00,2024-02-04 08:00:00
1866,179,2024-02-09 09:00:00,2024-02-09 10:00:00
1867,179,2024-01-03 06:00:00,2024-01-03 07:00:00
1868,179,2024-02-10 09:00:00,2024-02-10 11:00:00
1869,180,2024-02-12 06:00:00,2024-02-12 07:00:00
1870,180,2024-01-20 09:00:00,2024-01-20 11:00:00
1871,180,2024-01-05 09:00:00,2024-01-05 10:00:00
1872,180,2024-01-04 07:00:00,2024-01-04 09:00:00
1873,180,2024-01-30 07:00:00,2024-01-30 08:00:00
1874,180,2024-01-13 07:00:00,2024-01-13 09:00:00
1875,181,2024-01-30 06:00:00,2024-01-30 07:00:00
1876,181,2024-02-26 08:00:00,2024-02-26 09:00:00
